Token;Número de documentos;Posición del primer registro
allitja;13;7076432
amde;6;7076445
andrasnak;4;7076451
annyit;13;7076455
arpad;16;7076468
auschwitzban;2;7076484
bizonyitekok;2;7076486
bunozok;4;7076488
buntettei;1;7076492
balazs;2;7076493
balkan;2;7076495
utvonal;2;7076497
balkotmanyozas;2;7076499
balo;2;7076501
bangkokjava;1;7076503
bekesi;5;7076504
belin;7;7076509
bencze;3;7076516
berlinhivatkozassal;1;7076519
bertha;2;7076520
blaha;1;7076522
brezsnyev;1;7076523
kommunizmusnak;1;7076524
budapesten;19;7076525
bulcsu;1;7076544
bundestag;1;7076545
clears;1;7076546
ciklon;1;7076547
ciz;2;7076548
clarkegerman;1;7076550
clarkeimf;2;7076551
clarkeyeltsin;1;7076553
csallodkozben;1;7076554
csehorszagot;3;7076555
cserepfalvi;1;7076558
csongrad;1;7076559
curtain;1;7076560
decrees;5;7076561
dokumentumok;7;7076566
demeter;6;7076573
diossy;1;7076579
dontson;1;7076580
doug;5;7076581
duma;17;7076586
duma's;2;7076603
elkerulnek;1;7076605
eltuntesse;1;7076606
emberiseg;5;7076607
ensz;9;7076612
eredmenye;7;7076621
tagsaga;6;7076628
egerben;1;7076634
egymast;12;7076635
egyre;30;7076647
eletveszelyben;1;7076677
ellenzekiek;3;7076678
emil;8;7076681
emlekeztetett;11;7076689
emlekirataiban;2;7076700
endre;18;7076702
ent;5;7076720
eorsi;5;7076725
europaban;15;7076730
europara;1;7076745
feladata;14;7076746
feleben;5;7076760
faurisson;1;7076765
fejer;2;7076766
felelosseg;7;7076768
fenyo;1;7076775
elnokok;2;7076776
fidesze;1;7076778
fisherhungarian;3;7076779
fisherslovak;8;7076782
forradalom;9;7076790
fradi;3;7076799
meccsen;2;7076802
frakoi;1;7076804
gazkamrak;1;7076805
gki;4;7076806
gadotol;1;7076810
gennadii;12;7076811
gennagyij;4;7076823
gergely;5;7076827
gomorben;1;7076832
grachev;6;7076833
grafischer;1;7076839
graphischer;1;7076840
grapischer;1;7076841
gurushinathis;1;7076842
gyermek;4;7076843
gyorben;2;7076847
gyorgytol;1;7076849
hirekcentral;1;7076850
hiteles;7;7076851
hvg;21;7076858
hadkotelezettek;1;7076879
karpatalja;3;7076880
hazban;5;7076883
heti;23;7076888
hitelrere;1;7076911
hivatkoztam;1;7076912
horn's;3;7076913
humanista;2;7076916
hunyadi;2;7076918
ideiglenes;8;7076920
idesoroljak;1;7076928
ifjusagi;7;7076929
igazsagugyi;3;7076936
imrerol;1;7076939
istvant;2;7076940
jegen;2;7076942
jakub;8;7076944
javasolta;9;7076952
johet;9;7076961
joszif;1;7076970
jozef;7;7076971
kezdte;6;7076978
krematoriumok;1;7076984
kaliforniaban;1;7076985
kanadaban;1;7076986
karpinskislovak;2;7076987
karsai;2;7076989
kazantsev;1;7076991
keltosova;1;7076992
kende;5;7076993
kerdesre;13;7076998
kft;12;7077011
kiadonal;1;7077023
kijevben;2;7077024
kirekesztok;1;7077026
kivancsian;2;7077027
kommentar;2;7077029
kovac;9;7077031
kovac's;3;7077040
kover;3;7077043
kozt;27;7077046
kun;6;7077073
kwasniewski;7;7077079
lancut;1;7077086
lajost;3;7077087
lapja;5;7077090
latorcai;4;7077095
lengyelorszagot;2;7077099
leveltar;1;7077101
lujza;1;7077102
martyred;1;7077103
minusz;2;7077104
halott;4;7077106
mszosz;6;7077110
magyarorszagot;15;7077116
manak;1;7077131
mariaig;1;7077132
matyast;1;7077133
megdobbenve;2;7077134
megjegyzesre;1;7077136
melyiknek;1;7077137
michal;9;7077138
migas;1;7077147
mindaz;6;7077148
minderrol;1;7077154
miniszteriumtol;1;7077155
mokodeset;1;7077156
modszeresen;1;7077157
moldova;8;7077158
mongol;2;7077166
morvantcentral;1;7077168
moscowyeltsin;2;7077169
mozgalom;11;7077171
munkaspart;4;7077182
muzeumban;3;7077186
nukes;2;7077189
nyomait;2;7077191
nagy's;1;7077193
britannia;2;7077194
naplo;1;7077196
naplot;1;7077197
narodna;4;7077198
natalia;3;7077202
nemetorszagban;2;7077205
neppart;5;7077207
nepsport;1;7077212
nepszabadsagban;6;7077213
europaval;2;7077219
otp;4;7077221
olga;2;7077225
orban;16;7077227
orszaggyules;24;7077243
orttunggenerals;1;7077267
oskar;1;7077268
oszinten;8;7077269
peldatlan;8;7077277
premier;13;7077285
pullout;1;7077298
pal;22;7077299
papara;1;7077321
penzugyminiszterium;3;7077322
pesti;8;7077325
peterrel;2;7077333
petofi;6;7077335
poland's;6;7077341
popper;2;7077347
postabank;4;7077349
presszel;1;7077353
pusztan;7;7077354
reinstate;1;7077361
rekonstrukcio;1;7077362
romir;2;7077363
raadasul;17;7077365
rassinier;1;7077382
remias;1;7077383
remias's;1;7077384
rieger;1;7077385
rita;1;7077386
nek;31;7077387
ruehe;3;7077418
ryabov;3;7077421
hauptstrumfuhrer;1;7077424
szam;15;7077425
szamok;3;7077440
salzburg;1;7077443
santer;1;7077444
semjen;2;7077445
shafirmoldovan;1;7077447
shafirtroop;1;7077448
sharon;20;7077449
slota;4;7077469
slovak;26;7077473
slovakia;19;7077499
slovenia;8;7077518
sme;4;7077526
sportcsarnokban;2;7077530
sussmuth;1;7077532
szabadsagharc;6;7077533
szalay;4;7077539
szamold;1;7077543
szeged;10;7077544
szegeden;1;7077554
szekelyfoldon;1;7077555
szemelyi;9;7077556
szerbia;5;7077565
szilagyihungary;2;7077570
szilagyiromanian;2;7077572
szlovakiat;4;7077574
szlovenia;2;7077578
szloveniat;2;7077580
szocialis;23;7077582
szovetsege;11;7077605
szovjetunio;4;7077616
targyi;2;7077620
tasr;2;7077622
tomeggyilkossag;1;7077624
torteneteben;2;7077625
tukreben;3;7077627
takarekpenztar;1;7077630
tanacs;14;7077631
tarthatatlannak;1;7077645
tatarstan;1;7077646
terre;2;7077647
tisza;4;7077649
tokeczkiig;1;7077653
torgyant;3;7077654
torteneti;4;7077657
tristar;1;7077661
tsik's;1;7077662
kisgazdak;14;7077663
umdsz;1;7077677
umsemjen;1;7077678
utani;12;7077679
ujvideken;2;7077691
ukrajnai;2;7077693
voltak;30;7077695
vtsiom;1;7077725
varatlanul;4;7077726
vastagh;4;7077730
vertanuk;2;7077734
veszpremben;1;7077736
veszpremi;1;7077737
elnok;30;7077738
vid;4;7077768
visszarionovics;1;7077772
buchenwald;1;7077773
zala;3;7077774
zjuganov;4;7077777
zoltan;17;7077781
zsablyan;1;7077798
zsolt;14;7077799
emelyito;1;7077813
felvenni;6;7077814
hazassagkotes;1;7077820
martyrs;1;7077821
milyen;34;7077822
nagyszeru;5;7077856
acsingozunk;1;7077861
adataink;2;7077862
adatara;1;7077864
adatok;13;7077865
adatokat;10;7077878
adatot;2;7077888
veszik;12;7077890
adminisztracio;4;7077902
adofizeto;1;7077906
adojabol;2;7077907
adokoteles;2;7077909
adoskonszolidaciot;3;7077911
adossagallomanya;2;7077914
adtak;17;7077916
adtunk;4;7077933
agyonlotte;1;7077937
ahany;1;7077938
ajanlata;1;7077939
ajanlatot;3;7077940
ajanlattetelhez;1;7077943
akadalyokat;2;7077944
akadalyozni;3;7077946
akadalyt;2;7077949
akarjak;13;7077951
akkos;1;7077964
aktfotokat;1;7077965
aktiv;4;7077966
alabbi;19;7077970
alairas;7;7077989
alairnia;1;7077996
alakuljon;7;7077997
alakult;16;7078004
alakultak;4;7078020
alapelvet;1;7078024
alaposan;6;7078025
alapozott;5;7078031
alapozta;1;7078036
alaptanterv;1;7078037
alatamasztottak;1;7078038
alatlanos;1;7078039
album;1;7078040
aldozat;5;7078041
aldozata;3;7078046
aldozatai;1;7078049
aldozatainak;4;7078050
aldozati;1;7078054
aldozatok;6;7078055
aldozatot;6;7078061
alkalmas;12;7078067
alkalmat;7;7078079
alkalmaz;4;7078086
alkalmazott;9;7078090
alkalommal;10;7078099
alkoholista;2;7078109
alkoholistat;1;7078111
alkotmany;18;7078112
alkotmanyozo;2;7078130
alku;1;7078132
allamnak;8;7078133
allampolgarsagu;1;7078141
allamtitkart;2;7078142
allapotot;1;7078144
allasat;1;7078145
allasfoglalasat;3;7078146
allashely;2;7078149
allasponton;1;7078151
allitanak;3;7078152
allitani;5;7078155
melleklet;7;7078160
allitasaikat;1;7078167
allitasokat;2;7078168
allitjak;8;7078170
allni;8;7078178
allunk;10;7078186
altalaban;19;7078196
altalam;3;7078215
amelyeket;14;7078218
amelyeknek;2;7078232
amelyen;11;7078234
amelyrol;4;7078245
amennyit;5;7078249
amint;10;7078254
angol;12;7078264
anyagi;21;7078276
aprilisban;5;7078297
aprilisi;2;7078302
arany;7;7078304
aranya;9;7078311
aranyaihoz;1;7078320
arfolyamat;1;7078321
artatlan;5;7078322
aruforgalom;1;7078327
aspektusa;1;7078328
atadja;3;7078329
atalakulas;8;7078332
atirata;1;7078340
atiratra;1;7078341
atlagos;6;7078342
atllitasa;1;7078348
attekintest;1;7078349
auditalasaval;1;7078350
autonomiajanak;1;7078351
azokat;25;7078352
azoknak;14;7078377
azoktol;4;7078391
azonnal;19;7078395
bajainak;2;7078414
bajnoka;3;7078416
bakterium;2;7078419
balkani;7;7078421
baloldali;16;7078428
baltukumi;1;7078444
banda;6;7078445
bankot;4;7078451
bankvezetes;2;7078455
barmifele;3;7078457
beallitast;1;7078460
beallt;4;7078461
beavatkozasara;1;7078465
becikkelyezett;1;7078466
becsulheto;1;7078467
beekelodott;1;7078468
beerik;2;7078469
beero;1;7078471
befagyott;1;7078472
befejezeseig;1;7078473
befektetoknek;4;7078474
befolyasolja;5;7078478
bejegyzett;6;7078483
bekes;8;7078489
beketargyalasokra;1;7078497
bekuldokkel;1;7078498
belfoldi;3;7078499
belorusz;1;7078502
belso;15;7078503
belterjessegenel;1;7078518
belyeggyujto;1;7078519
bemutatja;2;7078520
bennem;6;7078522
bennunket;7;7078528
beosztott;1;7078535
berendezes;1;7078536
berendezest;1;7078537
beruhazasi;3;7078538
beszamolojabol;2;7078541
beszamolt;5;7078543
beszed;5;7078548
beszel;11;7078553
beteg;9;7078564
betegedtek;1;7078573
bevezetik;2;7078574
biralni;2;7078576
birodalmi;3;7078578
birsagot;2;7078581
bizalmi;5;7078583
bizonyito;2;7078588
bizonyitott;7;7078590
bizonytalanabbnak;1;7078597
bizonytalanok;2;7078598
bizottsaga;5;7078600
bizottsagban;3;7078605
biztonsag;6;7078608
biztos;22;7078614
biztosabban;2;7078636
biztositott;4;7078638
bloodiest;1;7078642
bocsanatot;7;7078643
bolcsesseget;1;7078650
bolsevizmus;5;7078651
bonyolodtam;1;7078656
bor;4;7078657
botranya;2;7078661
bovulo;2;7078663
brutto;13;7078665
buchenwaldi;1;7078678
bukasra;2;7078679
bukdacsol;1;7078681
buncselekmeny;3;7078682
buneitol;1;7078685
bunoket;2;7078686
buntetoeljarasok;1;7078688
cafolni;5;7078689
calming;1;7078694
candidacy;2;7078695
ceasefire;3;7078697
ceg;18;7078700
ceget;5;7078718
celja;13;7078723
celjabol;7;7078736
celpontja;1;7078743
cian;1;7078744
ciangaz;1;7078745
kamra;1;7078746
cigany;7;7078747
cikkere;2;7078754
ciklusban;6;7078756
cimere;1;7078762
cirjkulacios;1;7078763
cirkulacios;1;7078764
commanders;5;7078765
count;5;7078770
crowning;1;7078775
csaknem;11;7078776
csalad;12;7078787
csaladi;14;7078799
csokkennek;3;7078813
csomagokban;1;7078816
csoportjat;1;7078817
csoportok;5;7078818
csusztunk;1;7078823
darab;2;7078824
debreceni;5;7078826
decembere;1;7078831
delutan;5;7078832
delutani;2;7078837
demagogiat;2;7078839
demokracia;28;7078841
demonstracio;2;7078869
deportalt;1;7078871
deputies;12;7078872
derulatasbol;1;7078884
derult;8;7078885
dinamikusabb;1;7078893
disbanded;3;7078894
disputa;1;7078897
diszpeldanya;1;7078898
doglodik;2;7078899
dokumentumfilm;1;7078901
dokumentumot;5;7078902
dolga;8;7078907
dolgozataban;1;7078915
dolgozhat;1;7078916
kifutyultek;1;7078917
dolgoznak;13;7078918
dolgozo;8;7078931
dologra;3;7078939
donteseket;3;7078942
dontesevel;1;7078945
donteshozo;2;7078946
dontott;17;7078948
dorai;1;7078965
dozsol;1;7078966
dramai;5;7078967
drogambulanciara;1;7078972
drogfogyasztot;1;7078973
drogokkal;1;7078974
duzzado;1;7078975
edict;1;7078976
egeszen;14;7078977
egeszsegmegorzo;1;7078991
mentalhigienes;2;7078992
egri;3;7078994
egybegyult;2;7078997
egyeb;23;7078999
egyenesen;4;7079022
egyenkent;3;7079026
egyensulyvesztes;1;7079029
egyetemi;19;7079030
egyetertenek;6;7079049
egyetertes;9;7079055
egyetertve;1;7079064
egyezkedest;1;7079065
egyezmenyekre;1;7079066
egyhazak;8;7079067
egyhazfinanszirozasert;1;7079075
egyikunk;1;7079076
egykori;16;7079077
egymasnak;9;7079093
egymassal;11;7079102
egymillio;6;7079113
egyoldalusaganal;1;7079119
egyseges;10;7079120
egyszersmind;2;7079130
egyuttes;6;7079132
eladasi;1;7079138
eladni;8;7079139
elbagatellizalni;1;7079147
maffia;7;7079148
kivegzes;1;7079155
elbocsatas;2;7079156
elbolyba;1;7079158
eleg;24;7079159
elegettek;1;7079183
elen;10;7079184
elenjarunk;1;7079194
eletenek;3;7079195
eletet;9;7079198
elfogadni;4;7079207
elfogadta;9;7079211
elfogultsaggal;1;7079220
elftars;3;7079221
elgazosito;1;7079224
elhallgatasa;1;7079225
elhamarkodott;2;7079226
elhangzott;17;7079228
elharitsa;1;7079245
elhatarolodott;1;7079246
elhetne;1;7079247
elhiresult;2;7079248
elinditani;2;7079250
elismerne;1;7079252
eliteleset;1;7079253
eljaras;8;7079254
eljarast;3;7079262
elkepeszto;10;7079265
elkerulhetetlen;5;7079275
elkerulhetetlenne;1;7079280
elkerulte;1;7079281
elkeserito;2;7079282
elkezdjuk;1;7079284
ellehetetlenitese;2;7079285
ellenallo;1;7079287
ellenoriztem;1;7079288
ellenorzest;2;7079289
ellenrmondo;1;7079291
ellentet;2;7079292
szitas;1;7079294
ellentetek;2;7079295
ellentmond;2;7079297
ellentmondanak;3;7079299
ellentmondasba;1;7079302
ellentmondoak;1;7079303
elmelkedett;1;7079304
elmondottak;2;7079305
elnoksege;14;7079307
elnoktol;1;7079321
elnokvalasztasok;1;7079322
eloadasaban;5;7079323
eloado;1;7079328
eloadtak;1;7079329
elobbre;4;7079330
elobbrejutas;1;7079334
elodeik;2;7079335
eloiranyzottnak;1;7079337
elolvassa;2;7079338
elonyben;3;7079340
elonyugdijazas;1;7079343
elorehaladasa;1;7079344
elorejelzese;3;7079345
eloszor;24;7079348
elottuk;1;7079372
elottunk;5;7079373
elozetesen;4;7079378
elozmenye;3;7079382
elozmenyek;3;7079385
elrablasa;2;7079388
elrettento;2;7079390
elsok;3;7079392
elsosegelyben;1;7079395
elszakitott;5;7079396
elszigetelheti;1;7079401
eltorzult;2;7079402
elutasitjak;1;7079404
elveszitene;1;7079405
elvet;12;7079406
elvetette;2;7079418
elveti;1;7079420
elvi;6;7079421
emberek;29;7079427
embereket;8;7079456
emberekre;4;7079464
emberelet;2;7079468
emberi;22;7079470
emberirtasban;1;7079492
embernek;10;7079493
emberrel;2;7079503
embert;10;7079505
emeles;8;7079515
emelese;6;7079523
emelesre;3;7079529
emelkedett;7;7079532
emelkedjek;1;7079539
emelo;1;7079540
emlekeztet;10;7079541
emlitest;3;7079551
engedely;3;7079554
engedelye;1;7079557
engedik;4;7079558
engem;12;7079562
eperbol;1;7079574
epulete;1;7079575
erdekeket;11;7079576
erdemes;8;7079587
eredeti;21;7079595
eredeztetheto;1;7079616
eredmenyeit;2;7079617
eredmenyekent;7;7079619
ereje;6;7079626
ereszkedjen;1;7079632
ereszkedve;1;7079633
erezheto;2;7079634
erheto;3;7079636
erintene;2;7079639
erokre;1;7079641
eroszakos;4;7079642
eroteljesebb;2;7079646
eroteljesen;2;7079648
erotlensege;1;7079650
ertekeli;5;7079651
erteken;1;7079656
ertekezleten;2;7079657
ertelmisegiek;5;7079659
ervei;1;7079664
ervelnek;2;7079665
erzek;2;7079667
esely;8;7079669
esemeny;5;7079677
esemenyeinek;1;7079682
esemenyeket;6;7079683
esemenyen;2;7079689
esemenyrol;4;7079691
esemenyt;2;7079695
eseteben;16;7079697
eseten;16;7079713
esik;8;7079729
esnek;4;7079737
eszembe;7;7079741
eszrevenni;1;7079748
etelmergezes;1;7079749
etelmergezest;2;7079750
evente;11;7079752
evet;13;7079763
evfolyamra;1;7079776
evszazadokra;1;7079777
evtizedek;7;7079778
evtizedes;6;7079785
exclude;3;7079791
ezeknek;9;7079794
ezerhez;1;7079803
ezren;5;7079804
ezres;4;7079809
fajtalankodas;1;7079813
falokent;1;7079814
februartol;2;7079815
fegyelmezett;1;7079817
fegyveres;8;7079818
fejezodott;1;7079826
fejlodesuk;1;7079827
fekezte;1;7079828
fekvobeteg;3;7079829
felehez;2;7079832
felelni;2;7079834
felelo;1;7079836
felelotlen;7;7079837
felemelesevel;1;7079844
felesleges;6;7079845
felett;8;7079851
felevel;1;7079859
felfogasra;1;7079860
felhaborito;1;7079861
felhivja;4;7079862
felkeszules;3;7079866
felkeszultsegu;1;7079869
fellendulesuk;1;7079870
felmentes;1;7079871
felmeres;6;7079872
feloldani;2;7079878
feloluk;1;7079880
felrazza;1;7079881
felre;4;7079882
felreertesre;1;7079886
felszazalekos;2;7079887
felszini;2;7079889
felszolalas;1;7079891
felszolalasara;2;7079892
felszolalni;1;7079894
felszolalok;3;7079895
feltartak;1;7079898
felteszi;2;7079899
felugyelonek;2;7079901
felvenne;1;7079903
felvetelek;3;7079904
fenntartjak;1;7079907
fentiekre;3;7079908
fenykepet;4;7079911
ferfi;10;7079915
ferfit;2;7079925
fiatalember;1;7079927
fiatalok;9;7079928
fiatalt;2;7079937
fiatol;1;7079939
figyelem;3;7079940
figyelembe;18;7079943
figyelmeztetes;2;7079961
figyelmunket;2;7079963
filozofiai;1;7079965
finanszirozasa;3;7079966
finanszirozasarol;3;7079969
fizetesi;12;7079972
fizetest;2;7079984
fizetni;8;7079986
fizetnie;2;7079994
fofelugyelo;1;7079996
fogadhato;2;7079997
fogadott;6;7079999
fogadtak;7;7080005
foglalkozni;5;7080012
foglalkozo;12;7080017
foglalta;4;7080029
fogok;3;7080033
fogva;8;7080036
fogy;3;7080044
fogyasztasra;2;7080047
fokot;1;7080049
foldreszunk;1;7080050
folott;10;7080051
folrobbantottak;1;7080061
foltartak;1;7080062
folvetettekre;1;7080063
forditasa;1;7080064
forditja;2;7080065
fordulat;6;7080067
fordulatot;6;7080073
forintjaba;1;7080079
forintnyi;5;7080080
forintra;6;7080085
formajat;1;7080091
formalisan;2;7080092
formatumu;2;7080094
forrasaink;1;7080096
forumon;6;7080097
foszerkesztojenek;1;7080103
fosztogat;1;7080104
fotoalbum;1;7080105
fotoival;1;7080106
frakcio;11;7080107
frakcioja;5;7080118
frakciovezeto;13;7080123
francia;12;7080136
friss;3;7080148
fuldoklik;1;7080151
futotta;3;7080152
garancia;4;7080155
gauge;1;7080159
gazdalkodas;2;7080160
gazdasagok;1;7080162
gazdasagpolitikaban;1;7080163
gazdasagszerkezet;1;7080164
gazkamnrakat;1;7080165
gazkamrakat;1;7080166
gazkamrakkal;1;7080167
generacioi;1;7080168
generacios;1;7080169
gepsorert;1;7080170
gerjesztett;3;7080171
gimnaziumi;1;7080174
glossy;1;7080175
gondjainak;1;7080176
gondolkodo;3;7080177
gondos;3;7080180
gonoszul;1;7080183
gyakorlatanak;1;7080184
gyakorolni;5;7080185
gyarapodott;2;7080190
gyed;4;7080192
gyengiti;1;7080196
gyerekfejjel;1;7080197
gyermekek;10;7080198
gyermekeket;1;7080208
gyermekporno;1;7080209
gyogyultakat;1;7080210
gyonyoruen;1;7080211
gyors;9;7080212
gyorsitasat;2;7080221
gyozelme;6;7080223
gyoztesek;4;7080229
gyujtogatas;1;7080233
gyulekezett;1;7080234
gyumolcslevesebol;1;7080235
haboruban;2;7080236
hagyott;8;7080238
hajlamu;2;7080246
haladhatott;1;7080248
haladok;2;7080249
halalbuntetes;6;7080251
halalbuntetesrol;2;7080257
halalbuntetest;3;7080259
halaleset;1;7080262
halalozasi;1;7080263
hallani;6;7080264
halnak;2;7080270
halottjabol;1;7080272
hamarosan;11;7080273
handing;2;7080284
hangoztatott;4;7080286
hangoztatva;1;7080290
hangulatat;1;7080291
hany;10;7080292
hanyatlast;1;7080302
harmadan;1;7080303
harmat;2;7080304
harmincrendbeli;1;7080306
harmincszorosara;1;7080307
negyezerre;1;7080308
harommillio;5;7080309
haromszorosara;2;7080314
hasonloak;1;7080316
hasznalhatatlan;1;7080317
haszonszerzesre;1;7080318
hatalmas;17;7080319
hatalmat;16;7080336
hatalomgyakorlasi;1;7080352
hatarozatokban;2;7080353
hatasa;1;7080355
hatasfokkal;1;7080356
hatassal;3;7080357
hatekony;8;7080360
hatekonysagahoz;1;7080368
hatodik;2;7080369
hatter;3;7080371
hattere;1;7080374
hatulrol;1;7080375
haza;17;7080376
hazankban;15;7080393
hazanke;1;7080408
hazszabaly;7;7080409
hazudozasai;3;7080416
magyarorszagra;15;7080419
hazudoznanak;1;7080434
hazugsaga;5;7080435
hazugsaggal;2;7080440
hellye;1;7080442
helyeslem;2;7080443
helyezett;5;7080445
helyezzen;1;7080450
helyszinen;5;7080451
helyzetben;16;7080456
helyzete;11;7080472
helyzetelemzeset;1;7080483
hetek;5;7080484
hetente;4;7080489
hetet;1;7080493
hetig;1;7080494
hetkoznapi;2;7080495
hettel;7;7080497
hetvegen;4;7080504
hetvenezer;1;7080508
hiaba;13;7080509
hianya;16;7080522
hianyozhat;1;7080538
hianyzott;4;7080539
hidegverrel;1;7080543
higgyunk;1;7080544
hirszolgalata;12;7080545
hitelesnek;2;7080557
hitkozseg;3;7080559
hitlerista;1;7080562
hivatalosnak;1;7080563
hivatasos;11;7080564
hivatkozni;3;7080575
hivatkozva;14;7080578
emlekkiallitas;1;7080592
szaktortenetiras;1;7080593
holocaustrol;1;7080594
homlokegyenest;2;7080595
honapban;6;7080597
honapok;3;7080603
honorariumert;1;7080606
honorariumok;2;7080607
hosszabbitotta;1;7080609
hozzaszolasokat;1;7080610
hullakat;1;7080611
hullama;1;7080612
huszadik;1;7080613
huvosvolgyi;1;7080614
idegen;14;7080615
idehaza;2;7080629
ideologiai;3;7080631
idezek;1;7080634
idoben;19;7080635
idok;11;7080654
idoleges;2;7080665
idoszeru;2;7080667
idot;9;7080669
ifju;2;7080678
igazgato;7;7080680
helyettesenek;1;7080687
igazolja;5;7080688
igazsagugy;4;7080693
igencsak;6;7080697
igennel;3;7080703
igenye;1;7080706
igenyel;4;7080707
igerhetek;1;7080711
igerni;1;7080712
igert;7;7080713
illetekesei;2;7080720
illetoen;10;7080722
illusztralt;2;7080732
indexe;5;7080734
inditott;12;7080739
indokolt;6;7080751
indult;17;7080757
inflacio;16;7080774
inflacioban;2;7080790
cz;25;7080792
informacioi;10;7080817
informaciok;7;7080827
informatorai;1;7080834
infuziot;1;7080835
ingatlanok;4;7080836
ingyen;11;7080840
instructed;4;7080851
integracio;7;7080855
intelmevel;1;7080862
intezmenyek;17;7080863
iranti;11;7080880
iranyelvek;3;7080891
iranyulo;9;7080894
irasa;5;7080903
irasabol;3;7080908
irasaiban;1;7080911
irasat;3;7080912
irason;1;7080915
irhat;1;7080916
irodalomra;1;7080917
irok;7;7080918
irotarsadalom;1;7080925
iskolaigazgatoi;1;7080926
iskolakban;4;7080927
ismeretek;1;7080931
ismeretlen;13;7080932
ismerhetik;3;7080945
iszonyatos;2;7080948
itelet;3;7080950
itelik;7;7080953
itelte;8;7080960
itelunk;1;7080968
ittak;1;7080969
izgalmat;1;7080970
januarjaban;2;7080971
januarjatol;1;7080973
jarnia;1;7080974
jaro;8;7080975
jarulekot;2;7080983
jarva;2;7080985
jatszana;2;7080987
javaslata;5;7080989
javasoljak;3;7080994
jege;1;7080997
jelentheti;1;7080998
jelentoseget;3;7080999
jellege;4;7081002
jellegu;12;7081006
jeloltje;3;7081018
jobb;23;7081021
jobboldali;10;7081044
jog;10;7081054
joga;8;7081064
jogeros;3;7081072
jogi;18;7081075
jogszabaly;5;7081093
jovedelem;5;7081098
jovedelmet;2;7081103
